epoch,train_loss,val_loss,train_f1_macro,val_f1_macro,lr,batch_size,arch,weight_decay,dropout,seed,batch_size_from_dir,lr_from_dir,run_name,run_dir
24,0.5030877118004693,0.8547925149016911,0.8390435402422144,0.7118930008820026,0.01,128,mbv2,0,0.2,123,128,0.01,mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_123,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\bs_nowe_2\experiments\mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_123
25,0.4893393021795484,0.8506369311014811,0.8499504608599354,0.7164975875425155,0.01,128,mbv2,0,0.2,123,128,0.01,mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_123,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\bs_nowe_2\experiments\mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_123
0,1.96978753996955,1.8461158612357245,0.2516028398496084,0.2502663901261314,0.01,128,mbv2,0,0.2,2024,128,0.01,mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_2024,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\bs_nowe_2\experiments\mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_2024
1,1.755063101577759,1.6318923798878988,0.3762509872029446,0.3722572128924614,0.01,128,mbv2,0,0.2,2024,128,0.01,mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_2024,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\bs_nowe_2\experiments\mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_2024
2,1.4565352309968735,1.413503374841478,0.4703966726814894,0.4620205259830922,0.01,128,mbv2,0,0.2,2024,128,0.01,mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_2024,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\bs_nowe_2\experiments\mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_2024
3,1.2864809480879045,1.2447899905522664,0.5399708937561086,0.5276630161668715,0.01,128,mbv2,0,0.2,2024,128,0.01,mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_2024,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\bs_nowe_2\experiments\mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_2024
4,1.176877600892385,1.237695413822598,0.5615488078970955,0.5468563641191639,0.01,128,mbv2,0,0.2,2024,128,0.01,mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_2024,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\bs_nowe_2\experiments\mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_2024
5,1.1078383874257405,1.4049873646842108,0.5343183586768285,0.5213000538573824,0.01,128,mbv2,0,0.2,2024,128,0.01,mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_2024,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\bs_nowe_2\experiments\mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_2024
6,1.0530261306974622,1.1442268978966608,0.6107741856883833,0.5867245490657611,0.01,128,mbv2,0,0.2,2024,128,0.01,mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_2024,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\bs_nowe_2\experiments\mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_2024
7,0.9983824902852376,1.0559881630155776,0.6321176635076643,0.6060827631762821,0.01,128,mbv2,0,0.2,2024,128,0.01,mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_2024,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\bs_nowe_2\experiments\mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_2024
8,0.9473572355058458,1.043054417292277,0.6635679638613462,0.6308515106978313,0.01,128,mbv2,0,0.2,2024,128,0.01,mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_2024,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\bs_nowe_2\experiments\mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_2024
9,0.9023465430577596,0.9752253033743964,0.6770222509429569,0.645030471728912,0.01,128,mbv2,0,0.2,2024,128,0.01,mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_2024,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\bs_nowe_2\experiments\mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_2024
10,0.8637396317164103,0.933058240699768,0.7046399257964003,0.665666034882898,0.01,128,mbv2,0,0.2,2024,128,0.01,mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_2024,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\bs_nowe_2\experiments\mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_2024
11,0.8277080808851454,0.8722170770009359,0.7330485088521438,0.6887191293533544,0.01,128,mbv2,0,0.2,2024,128,0.01,mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_2024,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\bs_nowe_2\experiments\mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_2024
12,0.7953803659015232,0.8766187633885277,0.7257669403128045,0.6802560127467723,0.01,128,mbv2,0,0.2,2024,128,0.01,mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_2024,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\bs_nowe_2\experiments\mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_2024
13,0.7646264679061042,0.9078884558041892,0.727707676358404,0.6767804010727059,0.01,128,mbv2,0,0.2,2024,128,0.01,mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_2024,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\bs_nowe_2\experiments\mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_2024
14,0.7376845380571153,0.8481171751446194,0.7603912537238989,0.6991055931514201,0.01,128,mbv2,0,0.2,2024,128,0.01,mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_2024,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\bs_nowe_2\experiments\mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_2024
15,0.7115745871543885,0.867990470706092,0.7564740819597261,0.6967755179183095,0.01,128,mbv2,0,0.2,2024,128,0.01,mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_2024,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\bs_nowe_2\experiments\mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_2024
16,0.6861739583121406,0.8162698593563503,0.7823127610704703,0.7107414889654822,0.01,128,mbv2,0,0.2,2024,128,0.01,mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_2024,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\bs_nowe_2\experiments\mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_2024
17,0.6633376940833198,0.807695977973938,0.7950442441156066,0.7173981868612216,0.01,128,mbv2,0,0.2,2024,128,0.01,mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_2024,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\bs_nowe_2\experiments\mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_2024
18,0.6429463753382365,0.8270990496953329,0.7953872716187564,0.7167874117067192,0.01,128,mbv2,0,0.2,2024,128,0.01,mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_2024,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\bs_nowe_2\experiments\mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_2024
19,0.6240591166178385,0.819957852935791,0.8010909397305056,0.7151825315977357,0.01,128,mbv2,0,0.2,2024,128,0.01,mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_2024,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\bs_nowe_2\experiments\mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_2024
20,0.6048874496883816,0.8142182957755195,0.8110992021700767,0.7213434800694233,0.01,128,mbv2,0,0.2,2024,128,0.01,mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_2024,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\bs_nowe_2\experiments\mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_2024
